DOEID,time,HDD65,CDD65
1144595,Jan,237,214
108875,May,262,121
110340,Sep,387,110
111675,Apr,96,291
1046300,Oct,354,117
115354,Jun,334,19
108300,Apr,60,311
104896,May,632,49
102770,Jul,504,67
112983,Dec,519,62
106469,Mar,728,62
104752,Oct,93,260
104440,Feb,525,35
100900,Jun,377,158
116537,Oct,368,97
1131705,Jun,555,75
116086,Sep,198,42
113389,Aug,86,97
1190839,Sep,360,124
1179632,Jun,18,374
107354,Jun,432,108
107964,Mar,350,108
109148,Apr,555,60
111043,Oct,664,41
1085299,May,462,63
112505,Aug,413,82
114831,Mar,511,57
104229,Aug,429,93
1108936,Jul,415,87
102639,Aug,174,207
110724,May,182,176
105827,Mar,377,97
110405,Feb,6,458
111264,May,343,131
100763,May,487,74
112807,Dec,461,87
106731,Mar,425,120
111257,Dec,65,293
106440,Feb,115,218
107992,Mar,485,75
116170,May,263,158
108765,Nov,391,8
104951,Jun,464,43
116691,Jul,329,129
102274,Aug,217,157
115223,May,607,57
102477,Feb,465,84
1147631,Apr,306,124
109495,Jan,85,128
103039,Apr,645,61
115732,Apr,514,68
107495,Feb,262,152
102290,Aug,522,100
116176,Jan,526,71
1035743,Jul,172,182
107247,Jan,405,17
108616,Apr,297,25
1107553,Aug,385,85
114315,Feb,107,110
104099,Jul,372,115
111833,May,402,93
1152312,Aug,239,146
1018530,Jul,497,37
114438,Jul,304,120
117986,Feb,506,68
104944,Nov,86,459
115822,Feb,197,151
114276,Aug,92,107
112297,Aug,384,99
104005,May,737,52
101654,Dec,364,103
102069,Jun,488,87
114741,Jul,148,192
105354,May,0,441
103837,May,292,122
105487,Feb,172,165
111421,Feb,53,132
1061648,Dec,95,267
105588,Aug,370,101
104931,Jun,459,65
106597,May,448,80
1130679,Jun,489,86
103621,Apr,448,70
105861,Jun,185,68
107167,Jun,602,46
115863,Aug,492,72
105973,Sep,126,263
111029,Oct,447,82
115442,Apr,223,178
1072041,Jan,482,94
109976,Nov,371,106
115996,Jul,684,30
110095,Jan,210,147
1015634,Jan,354,111
117509,Jul,367,29
105460,Aug,73,105
108075,Jul,702,26
107795,Apr,6,410
102033,Nov,642,32
1169703,Dec,236,124
115763,Aug,611,13
103750,Sep,404,104
1146332,Oct,428,21
103018,Nov,0,393
105045,Jan,0,432
110075,Mar,394,38
1072013,Nov,613,5
109053,Feb,191,199
1005872,Jan,388,103
102098,Jun,165,329
117932,Jun,497,70
112459,Nov,430,77
1061938,Apr,435,62
111029,Jun,461,103
100766,Dec,462,77
1182979,Dec,396,91
109130,Mar,219,104
1042125,Jul,384,105
108139,Nov,67,479
113066,Sep,499,86
118457,Aug,27,338
112325,Nov,371,33
116132,Sep,401,80
101400,Aug,234,145
111107,Feb,466,76
103917,Sep,423,91
114625,Jan,49,314
103906,May,619,70
117971,Oct,166,238
106006,Oct,928,0
114963,May,85,299
107141,Sep,279,127
117392,Apr,414,69
108519,Feb,582,64
100703,Feb,989,0
114804,Feb,383,99
113279,Sep,163,29
1068837,Dec,382,104
108923,Nov,79,269
100461,Jan,88,301
116239,Feb,389,83
1110835,Oct,503,108
1055739,May,79,229
1179371,Nov,199,168
105203,Oct,591,48
107772,Nov,404,129
100539,Jan,415,114
102311,May,691,54
105989,Jun,467,72
117127,Jun,675,19
1194222,Mar,394,95
111602,Nov,155,231
117577,Feb,122,410
110305,Feb,207,177
113796,Feb,138,205
108349,Sep,86,272
107776,Aug,400,106
110781,Jan,510,64
1006106,Mar,523,94
115704,Mar,53,321
107840,Nov,214,139
1156382,Jan,375,113
115820,Sep,272,150
102575,Dec,382,94
115318,Oct,585,61
105096,Nov,0,387
1045762,Mar,502,58
115715,Feb,49,308
111791,Nov,869,0
114114,Jul,0,276
116368,Jun,452,88
115138,Jul,340,123
112932,Oct,449,104
113455,Sep,0,426
101517,Jul,520,11
112876,Mar,375,64
104917,May,694,29
110868,Jan,79,432
113890,Jun,350,42
115418,Nov,375,121
112391,May,70,463
118483,Dec,388,86
100872,May,396,90
105387,Jul,319,137
1177365,Jan,353,125
109546,Apr,479,69
1020732,Dec,880,1
118170,Mar,878,0
110905,Aug,511,16
104816,Mar,461,84
1155961,Jun,476,87
101919,Nov,630,39
1062184,Nov,365,119
106268,Nov,379,126
1111450,Oct,372,105
1080676,May,435,79
104809,Nov,132,340
112384,Apr,366,77
113074,Jun,352,90
100037,Nov,497,67
1136267,May,294,127
1061077,Mar,505,73
1172607,May,349,94
106275,Sep,605,54
102768,Apr,510,51
1076729,Jul,28,340
116732,May,352,115
106065,Apr,192,109
101159,May,0,448
114101,Jun,173,155
107073,Jan,89,246
101956,Apr,223,152
103574,Jun,7,74
109492,Jul,337,142
109835,Sep,227,159
1038725,Nov,153,236
104853,Jan,520,72
106678,Apr,163,23
113058,Jul,422,93
108345,Jan,204,174
104831,Aug,278,150
109527,Jun,109,130
107794,Sep,84,444
111297,Jan,483,77
104598,Jun,28,364
111806,Oct,256,120
110213,Oct,347,104
104150,Sep,509,85
105814,Jul,375,88
1027894,Aug,150,228
1045945,Mar,115,236
100644,Apr,190,199
106348,Mar,379,99
108802,Jan,332,96
117802,Nov,391,96
116415,Dec,361,103
110231,Dec,539,83
116925,Aug,472,64
115411,Apr,18,382
1022321,May,325,147
107337,Oct,396,88
110276,Feb,256,154
1186105,Dec,246,159
106503,Apr,225,152
1005518,Apr,231,132
1151778,Sep,296,135
111305,Feb,392,144
106984,Mar,0,370
1168655,Aug,489,18
1147012,Oct,274,130
101555,Sep,280,139
114180,Jan,43,352
109079,Aug,364,95
102628,Sep,108,315
1022003,Feb,504,63
113901,May,505,83
100562,Jun,387,93
108662,Nov,902,0
109981,Dec,336,107
1160580,Dec,347,102
110271,Feb,536,58
110559,Mar,438,64
102294,Apr,0,273
108986,Mar,35,319
1035664,Aug,490,76
117931,Dec,351,87
117197,Jul,44,349
104713,Apr,485,64
111565,Feb,439,71
113491,Jul,301,60
106894,Oct,215,139
110842,Oct,491,74
103874,Nov,176,43
110454,Jul,478,87
106670,Nov,504,56
110155,Oct,214,165
116586,Mar,438,66
113203,Jul,338,113
112646,Apr,409,93
106741,May,521,64
1138473,Nov,91,102
103288,May,239,152
110564,Jul,194,65
109718,Jul,296,122
109165,Nov,245,173
117300,Mar,96,260
118344,Jun,419,80
112453,Jun,508,78
104166,Aug,461,67
106404,Oct,370,86
1199641,Aug,329,115
104847,Dec,210,148
109477,Jan,905,0
116612,Feb,151,202
107555,Apr,154,364
108967,Jul,108,368
118400,May,274,134
113519,Apr,566,42
108453,Jan,496,63
108286,Nov,229,157
1138926,Jun,391,96
106560,Mar,594,55
115011,Aug,242,144
102615,Apr,475,109
107799,Mar,208,162
110074,Jun,382,107
115473,Jul,544,56
105716,Dec,304,128
116234,Sep,451,77
112919,Jun,75,419
103494,Feb,199,138
102229,Feb,490,69
104828,Aug,953,0
1137708,Jan,574,57
109092,Feb,290,129
102756,Jun,439,79
1099214,Oct,220,135
1108574,Apr,403,100
1035423,May,862,0
100326,Sep,355,134
116394,Dec,394,98
111925,Sep,415,77
109360,Aug,164,225
1094484,Apr,725,32
112698,Dec,918,0
101820,Mar,177,183
1016648,Oct,422,88
112355,Jan,34,374
118293,Dec,367,146
1082781,Aug,487,58
107725,Jan,30,363
106214,Oct,25,345
118365,Mar,275,195
113378,Aug,84,291
118453,Oct,101,246
109238,Jun,391,82
118138,Jan,220,69
108367,Apr,179,244
106165,Oct,247,135
118029,Aug,450,66
1073089,Jan,461,73
102198,Feb,481,76
114323,Sep,0,252
106490,Jun,269,108
104760,Apr,62,445
103042,Aug,88,261
117676,Nov,425,93
100468,Sep,360,69
110022,Sep,1156,0
108161,Jul,99,277
109387,Jul,344,112
109980,Jun,530,87
104061,Oct,37,317
1096840,Jan,460,47
1049797,Mar,375,21
105599,Sep,175,205
1039826,Jul,470,74
100626,Nov,473,96
1002212,Feb,386,133
114219,Jan,270,151
108564,Sep,411,94
110820,Oct,304,128
1051967,Jan,174,327
1150130,Jun,524,63
100246,Nov,468,75
101963,Jan,437,114
109886,Mar,429,93
107456,Dec,471,80
115608,Nov,35,346
115434,Apr,321,111
101340,Feb,680,43
1175101,Jan,115,314
118015,Dec,273,118
113880,Jun,411,28
1105025,Jun,790,31
111915,Nov,695,25
112691,Oct,789,37
100899,Dec,420,65
110040,Oct,466,92
113299,Nov,308,147
110848,Aug,574,56
100297,Dec,0,398
116325,Apr,463,87
107703,May,385,81
104969,Apr,174,165
104139,Oct,104,260
103002,Mar,609,40
111788,Oct,380,117
116604,Nov,482,62
1098456,Mar,529,78
118042,Dec,408,63
102013,Dec,445,65
1071704,Aug,552,74
114569,Sep,479,68
1165757,Aug,146,225
1181917,Mar,110,199
101158,Mar,484,77
108526,Feb,464,92
115634,Jul,333,114
102235,Jul,504,78
106919,Aug,517,80
105358,Nov,11,410
112102,Aug,106,214
104068,Sep,98,176
113439,Jul,401,106
107864,Oct,410,75
109534,Sep,244,126
111681,Jun,564,57
105078,Jan,452,72
100696,Nov,1136,0
108589,Jul,238,158
112936,Jun,343,103
109352,Oct,452,77
112726,Jul,0,353
1000206,Nov,153,51
116630,Feb,555,68
110672,Jul,441,80
100928,Jan,265,135
117499,Oct,228,132
105729,Dec,542,75
114418,Aug,164,224
110041,Jan,86,352
111224,Oct,322,100
103123,Apr,421,109
107059,Jul,367,131
107351,Oct,420,94
115769,Jan,84,300
112757,Feb,490,61
117800,Feb,517,34
100208,Oct,412,0
1168377,Aug,595,48
100353,Jan,477,60
107330,Jan,613,77
115391,Nov,24,378
105377,Nov,37,362
110723,Dec,241,138
117738,Nov,348,64
115760,Mar,437,115
1084367,Apr,385,90
112224,Sep,253,123
106528,Aug,153,189
113653,Mar,245,150
110584,Sep,426,70
101032,Jun,621,29
112466,Mar,86,258
109044,May,0,439
109152,Oct,658,46
110342,Apr,365,103
101147,Aug,373,100
118356,Jan,300,165
105333,Aug,429,72
100437,Aug,608,63
109936,Aug,644,38
110829,Nov,342,109
102541,Aug,148,236
1066098,Jun,194,203
102941,Feb,72,96
106792,Oct,531,50
102853,Feb,594,38
108231,Nov,244,138
111861,Feb,162,195
113497,May,373,95
114148,Aug,622,49
108493,May,466,77
1031772,Apr,260,127
110647,May,413,73
105205,May,536,60
107237,Jun,590,36
115534,Aug,494,32
113485,Sep,577,77
102104,May,601,69
1085682,Jul,630,69
108029,May,412,62
102539,May,333,122
106711,Jun,496,76
115539,Sep,223,120
103135,Jul,703,47
114433,Jan,699,11
111028,Sep,470,96
110273,Oct,344,122
114624,Mar,182,33
105688,Feb,515,70
118436,Sep,435,82
1011675,Feb,275,137
113325,Mar,299,100
106662,Aug,169,205
108401,Jan,326,90
116487,May,317,97
112908,Jun,520,63
103510,Nov,337,149
111193,Feb,238,175
106430,Jan,401,79
114707,Oct,364,127
111628,Apr,34,340
100225,Oct,158,221
111095,May,285,136
1193418,Mar,431,76
111273,Dec,98,393
107848,Aug,239,151
102090,Feb,683,58
106133,Aug,471,67
117617,Aug,409,79
110255,Oct,48,317
114826,Oct,347,103
106343,Oct,303,129
112735,Oct,146,256
114026,Jun,481,78
106233,Dec,504,87
116251,Mar,354,108
106135,Jan,417,76
111627,Jan,453,64
107313,Sep,284,128
113107,Nov,80,302
103167,Mar,143,379
118003,Jun,74,312
113985,Dec,507,58
1028816,Jul,301,133
101739,Jan,543,53
108596,May,435,65
117678,Nov,266,155
113625,Sep,346,108
105092,Aug,517,71
107402,Dec,560,72
110905,Sep,512,17
102189,Apr,448,89
110381,Jun,443,81
100871,Nov,888,0
110059,Dec,282,118
117618,Dec,101,283
104171,Jul,329,130
1016771,Mar,179,22
1180843,Dec,383,88
102192,Apr,300,91
107766,Dec,140,346
116093,Nov,231,161
1173140,Feb,448,85
116472,Sep,12,370
104330,Apr,506,69
116049,Mar,29,367
107782,Aug,100,300
1182785,Dec,69,456
111282,Jan,409,29
1195559,Jan,505,45
116046,Feb,413,94
112452,Jul,300,124
104305,Jul,233,179
116903,Mar,306,126
113235,Dec,1445,0
105653,Jun,156,37
114112,Feb,478,91
109916,Mar,285,143
118410,Jun,187,166
110016,Sep,308,115
108650,Apr,483,61
117688,Nov,236,147
117843,Mar,348,25
104676,Apr,437,78
104195,Nov,429,78
106416,May,212,179
1143390,Aug,420,95
109997,Jul,249,140
116355,Mar,0,415
109551,Aug,572,45
108001,Jan,172,203
100885,Feb,99,377
101375,Apr,388,80
1180537,Jul,257,122
1046555,May,419,104
109449,Nov,464,78
111386,Mar,97,219
106151,May,91,441
115976,Jan,562,59
107865,Feb,543,56
1143138,Dec,383,109
115512,Mar,558,67
1005594,Jul,85,223
103976,Aug,599,46
110196,Aug,0,352
1048601,Aug,620,65
101333,Jan,312,145
1146437,Sep,529,10
105410,Apr,467,91
109208,May,67,174
114255,Apr,89,206
109733,Nov,524,63
105761,May,283,138
107047,Aug,527,48
117075,Jun,652,74
1147109,Dec,177,245
103498,Jul,459,92
108271,Aug,88,250
100259,Jan,405,20
101061,Aug,317,119
115316,Oct,90,87
116468,Feb,296,130
100057,Feb,344,108
105897,Jun,414,15
104841,Aug,33,310
113175,May,427,75
116121,Feb,636,54
114170,Oct,769,58
1131592,Jun,592,69
1146701,Jun,555,61
117011,Nov,523,61
103560,Aug,635,72
118469,Sep,545,42
100696,Sep,1202,0
114065,Mar,337,127
115976,Jul,537,52
1065457,Jun,272,102
102539,Jan,380,104
117497,Nov,351,130
112048,Aug,616,26
108111,Jul,185,194
111485,Mar,598,69
111900,Feb,300,120
103615,May,682,11
111263,Feb,171,47
104118,Feb,191,181
103606,Oct,145,114
115204,May,483,87
100059,Oct,321,115
1029885,Jun,28,380
1119308,Feb,194,155
113486,Apr,586,62
114787,May,153,237
107110,Dec,101,255
105461,Jun,681,56
114453,Nov,394,90
1067265,Jan,357,54
100982,Jan,270,118
116879,Jan,666,48
1049135,Oct,239,154
105326,Dec,343,119
111151,Feb,193,64
115201,Mar,100,246
110443,Mar,103,143
104660,Aug,443,86
106119,Jul,140,377
107297,May,130,280
103044,Feb,0,375
117277,Apr,453,100
106469,Dec,723,53
101674,Jun,518,56
114136,Mar,613,45
104569,Oct,576,63
113999,Jul,697,33
1082034,Sep,112,286
1163466,Oct,178,283
106596,Feb,808,0
103871,Nov,335,115
116603,Jul,145,229
1002917,Dec,31,368
1025022,Jan,346,109
116957,Mar,304,149
116762,Dec,415,95
102700,Jul,492,80
108727,Mar,437,70
115065,Jan,426,67
115155,Oct,358,97
115227,Jun,558,58
1124093,Sep,299,139
101750,May,445,116
115026,Nov,519,80
101986,Mar,80,296
102083,Jan,470,99
110032,Jun,267,146
111506,Sep,111,275
116252,Oct,445,106
115954,Oct,555,34
1028776,Oct,197,97
100901,Sep,43,430
1111943,Apr,716,50
107683,Oct,710,40
118419,Nov,355,114
102151,Dec,65,290
1179620,Aug,404,145
1129735,Jul,364,88
1063849,Aug,238,187
1065199,Aug,467,2
105048,Jan,103,159
115342,Jan,202,147
113658,Nov,743,45
101405,Jul,638,63
117574,Jun,203,163
1143297,Jan,208,172
106693,Apr,233,150
101207,May,102,321
1018138,Apr,225,146
111236,Oct,202,184
110543,Aug,0,373
102472,Jan,407,94
114225,Oct,270,167
107730,Dec,346,96
105734,Feb,268,235
1150284,Mar,452,93
1100076,Dec,445,80
113668,Mar,614,66
1044298,Jul,368,83
101657,Dec,494,63
112999,Jun,345,109
108976,Oct,292,136
117105,Jan,365,16
105102,Oct,358,101
115603,Dec,380,102
116978,Nov,170,172
104267,May,832,0
113575,Mar,255,130
113961,Jan,214,167
112619,Aug,749,38
107226,Dec,152,208
104779,Mar,466,63
100676,Feb,553,66
113752,Sep,229,161
1154443,Jan,74,422
1176130,Mar,237,149
109689,Oct,315,137
113700,Dec,244,179
111443,Aug,129,286
102920,Dec,482,90
103100,Dec,534,69
1095571,Jul,123,324
106396,Sep,181,229
1199641,Nov,405,122
104759,Jul,226,157
109913,Jul,688,50
102059,Feb,449,77
100410,Feb,375,126
1043624,Jan,83,106
1008847,Jul,179,24
114148,Feb,664,48
104593,Jan,423,91
117653,Jul,461,82
102673,Dec,399,82
109113,Aug,498,52
102898,Feb,37,345
108257,Dec,630,0
1004295,Dec,821,21
115125,Jun,42,331
1019798,Sep,424,97
116461,Jan,228,138
110498,Jun,77,255
117394,Sep,684,32
107942,Oct,544,66
114507,Aug,209,155
106766,Nov,692,30
118261,Feb,158,190
110629,Sep,72,416
112333,Aug,155,222
114024,Aug,575,48
112329,Jul,486,53
104076,Mar,435,84
101320,Sep,467,71
111730,Oct,443,92
117264,Sep,87,99
1050747,Jul,165,365
101789,Nov,147,383
115690,Apr,390,122
116999,Mar,165,179
103613,Dec,585,62
116170,Mar,269,150
102044,Sep,84,272
116737,Oct,559,55
101735,Oct,405,97
1112218,Nov,319,129
115352,Mar,385,72
114085,Apr,350,114
1121843,Jun,484,66
101805,Sep,320,98
103088,Jun,529,101
104782,Jan,1157,0
1154543,Jun,53,311
101459,Sep,427,68
112558,Jun,119,67
100155,Feb,548,85
114535,Jan,429,102
107564,Oct,732,43
1106140,Jun,371,124
105378,Jan,487,89
107275,Aug,213,182
112932,Apr,430,98
116262,Aug,213,95
100608,Nov,289,116
1149092,Sep,21,327
103579,Feb,471,1
1150665,Jan,558,66
105005,Feb,502,62
117673,Aug,36,319
107946,May,395,9
108289,Jan,183,65
112107,Jun,706,59
112276,Feb,235,152
116194,Jun,497,60
103357,Mar,100,77
104736,Jan,239,149
102318,Jul,475,75
103066,Jul,858,0
109204,Mar,521,59
114200,Jan,474,81
114814,Jul,92,319
106327,Jan,93,173
112597,Jul,192,229
1143297,Aug,216,171
115245,Aug,463,122
114860,Aug,295,130
117552,Apr,263,154
111587,Mar,447,73
1031494,Mar,259,160
115924,Mar,177,225
1148411,Nov,83,305
1013532,Oct,236,176
103738,Oct,627,29
110150,Mar,433,81
102493,Jan,251,158
102143,Aug,24,337
115424,Jul,726,4
1109273,Mar,341,102
117056,Feb,86,97
104098,Sep,361,33
113896,Sep,520,58
118235,Jul,190,183
115608,Jun,41,331
102414,Jun,698,32
108972,Mar,341,115
114271,Dec,413,109
117949,Oct,415,76
108637,Apr,583,43
104223,Aug,410,8
114768,Sep,369,126
116846,Jun,184,231
104139,Jul,122,265
1124093,May,308,137
107229,Dec,121,275
104075,Dec,483,63
116067,Mar,458,88
104765,Feb,265,144
113259,Jan,360,117
100010,Jun,123,309
1179513,May,497,77
101716,Jul,61,304
107382,Jan,97,61
114591,Sep,385,27
100756,Mar,698,5
117498,Dec,247,164
1052986,Jun,533,62
1025021,Mar,339,110
117407,Jun,482,70
103550,Oct,276,108
113759,Nov,447,87
111216,Apr,710,22
108606,Mar,541,63
117612,Jun,530,86
106054,Jul,552,68
102523,Sep,465,76
112418,Jul,406,85
101205,Nov,85,431
109247,Dec,376,103
110120,Feb,410,92
101140,Nov,473,96
102813,Nov,63,163
113645,Sep,784,37
1095186,Jun,432,100
109473,Jan,249,142
110734,Feb,452,71
117709,Dec,732,52
105009,May,577,32
104966,Jun,473,80
106708,Feb,500,60
100280,Feb,427,80
117506,Sep,70,493
117011,Jan,541,66
117721,Nov,187,170
100391,Dec,317,137
102267,May,71,417
117149,Jul,188,143
118018,Aug,601,4
1067243,Mar,355,94
103830,Nov,90,264
117083,Jun,180,27
1160182,May,82,143
109479,May,366,26
1116334,Mar,239,160
113290,Dec,108,172
106313,Mar,412,4
112829,Jun,405,29
112307,Jul,473,85
104372,Nov,82,131
114847,Aug,102,209
1095364,Feb,471,80
1186695,Sep,103,258
114784,Aug,615,42
117674,Nov,482,92
107428,Oct,179,217
107733,Jul,490,116
114063,Sep,617,74
1164580,Jul,263,130
109149,Jan,247,132
100590,Apr,156,182
114851,Oct,406,87
102808,Mar,276,168
102357,Sep,780,5
113499,Apr,381,11
1114322,Feb,187,140
112889,Jul,308,127
108013,Apr,461,71
116839,Feb,356,112
100162,May,0,390
1051008,Sep,137,211
113115,Aug,478,76
107088,Nov,151,343
107095,Aug,200,74
111175,Mar,1246,0
106277,Jul,389,71
115295,Apr,344,96
1085937,Jan,453,84
102241,Nov,587,58
109222,Jun,412,91
109636,Jan,555,66
106006,Nov,854,0
112000,Aug,282,154
111173,Sep,325,122
112769,Nov,159,170
100303,Apr,274,150
1195559,Jun,501,59
1040867,Jul,448,81
1047748,Apr,527,66
109699,Apr,688,38
1062094,Oct,248,146
114314,Apr,354,82
118096,Dec,85,169
102757,Jun,415,37
100671,May,377,21
110720,Jun,208,123
109918,Aug,563,54
115638,Mar,229,162
1087072,Nov,295,130
114429,Dec,461,72
103085,Oct,272,116
114356,Nov,416,72
109448,Mar,247,117
113119,Dec,194,159
101575,Jun,202,171
113777,May,491,79
102500,Feb,94,76
113273,Mar,66,295
101413,Nov,355,136
1051881,Jan,407,28
1071623,Feb,429,73
105162,Feb,374,71
109270,Aug,370,85
113568,Jul,74,443
101501,Jun,538,99
105321,Apr,494,96
107883,May,685,47
114576,Oct,481,107
108437,May,191,177
102648,Jan,554,63
110121,Nov,586,42
1035885,Dec,381,97
100715,Sep,421,68
104956,Jan,444,69
103002,Jun,627,42
113628,Nov,475,91
109640,May,552,74
103728,Dec,371,98
104345,May,591,79
107010,Jun,73,392
1003076,Aug,467,65
1092494,May,557,69
108060,Feb,677,52
109453,Oct,416,140
1170530,Mar,534,48
104257,May,598,53
114481,Jul,415,74
114847,Sep,105,211
118407,Aug,172,242
105070,Apr,467,79
102058,Mar,235,118
1196926,Aug,119,185
116876,Nov,408,94
111642,Jul,333,82
1092699,May,226,220
108301,Jul,765,0
100131,Nov,553,44
1102225,Aug,85,260
107182,Mar,572,92
111682,Apr,79,289
111640,Sep,500,77
100220,Jul,363,92
106132,Aug,496,64
110935,Oct,679,52
106316,Dec,501,57
106671,May,474,50
107178,Oct,327,112
111485,Oct,600,56
111975,May,366,103
117455,Sep,491,73
102451,Dec,144,215
112759,Dec,470,9
107185,Jan,225,138
101547,Nov,363,115
109977,Aug,385,119
105283,Dec,564,80
114225,Aug,249,152
1165308,Dec,298,148
113913,May,552,60
105112,Mar,183,181
111705,Nov,311,89
106245,Oct,483,65
102615,Jan,528,115
118451,Feb,295,96
110332,Nov,397,75
114819,Sep,168,260
1078047,Jul,492,64
117351,Apr,337,3
101774,Apr,509,53
115181,Jun,10,379
100197,Apr,0,417
101725,Jan,714,5
1116099,Sep,106,296
117988,Oct,197,155
113912,Dec,424,79
106112,May,237,166
102677,Jun,427,72
112012,Feb,164,222
1038222,Jan,503,54
1092281,Dec,92,74
106633,Jul,435,80
110519,Mar,295,159
106303,Feb,586,44
102859,Apr,527,31
111608,Apr,180,166
102479,Dec,433,64
113470,Jan,554,37
103371,Aug,436,133
1186367,Oct,204,231
112786,Dec,479,63
110776,Jun,423,75
116758,Jun,181,173
116730,May,262,139
102016,Jul,564,24
105213,Oct,122,270
101626,Feb,263,124
113695,May,195,229
112470,Jun,376,53
113632,Sep,262,114
103771,Oct,634,38
1074229,Jul,327,119
1043104,Feb,570,25
114404,Sep,70,253
106030,Jan,280,116
1080897,Jun,218,117
102718,May,471,64
1041060,Jun,60,301
110182,Feb,638,63
113536,Aug,261,146
112605,Jan,361,110
113452,Nov,624,66
109387,Nov,335,102
112746,Mar,146,209
112014,May,96,401
105872,Nov,376,33
1158738,Jul,255,121
106906,Sep,626,41
109803,Apr,590,76
1171812,May,449,84
1009811,Jan,255,112
1078554,Feb,12,433
1135656,Aug,441,106
109400,Nov,325,96
1074044,Jan,358,124
117901,May,366,102
1128979,Apr,577,42
1147732,Mar,11,377
105773,Jul,439,65
110454,May,481,76
108453,Aug,512,55
1014578,Jun,354,126
108913,Nov,239,142
112385,Feb,315,155
115103,Aug,107,290
114698,Sep,313,139
114963,Aug,74,302
103923,Jul,677,0
1000588,Oct,464,78
111545,Sep,0,413
108148,Jan,190,153
105176,Apr,406,93
103952,Jun,263,149
114469,Aug,39,363
106844,Feb,165,191
100102,May,285,128
1103348,Jun,440,80
109437,Sep,56,164
116862,Mar,220,146
101510,Mar,429,101
106783,Oct,113,210
110738,Jan,117,207
100191,Dec,475,87
106902,Aug,473,83
102420,Apr,732,31
100120,Jun,288,133
110399,May,618,47
115247,Sep,527,64
100461,Sep,77,280
112465,Apr,452,73
111957,Oct,589,72
109335,Feb,367,113
109269,Dec,446,10
111649,Dec,898,0
111924,Feb,324,107
107626,Dec,56,327
110444,Nov,127,205
110315,Feb,94,154
1122695,Aug,455,80
105111,Nov,84,288
104833,Jul,172,173
1071853,Jan,235,191
110137,Feb,346,116
102270,Oct,367,112
110530,Oct,58,300
104782,Mar,1142,1
114704,Sep,90,136
110227,Jun,179,203
108949,Jul,193,220
110808,Dec,257,149
117680,Mar,544,83
118123,Jan,433,66
104120,Sep,455,96
110742,Mar,539,53
116485,Feb,343,93
111029,Sep,462,88
102844,Jul,143,344
115471,Mar,367,18
116219,Jul,78,250
100824,Aug,683,0
103322,Aug,72,121
1128135,Nov,448,98
109191,Aug,280,137
105314,Mar,160,68
115796,Oct,256,145
104483,May,473,57
114275,May,442,72
104115,Apr,198,233
115346,Nov,240,168
106329,Feb,575,71
111543,Mar,338,105
113444,Jun,222,164
101603,Apr,559,58
110741,Sep,422,62
102745,Jul,446,104
111216,May,753,33
109007,Mar,163,209
115798,Oct,119,236
104187,Nov,0,412
1096013,Aug,141,184
102071,Dec,213,174
104898,Feb,463,76
103440,Apr,438,109
106238,May,146,95
1167094,Jun,400,9
109695,Nov,609,78
107890,Nov,62,336
112850,Nov,378,27
1035652,Sep,440,137
105598,Jun,375,75
111493,Aug,366,121
112719,Jan,693,31
114060,Jul,452,96
110299,Aug,435,84
116808,Jul,103,196
114680,Feb,118,218
1082784,Sep,535,62
106071,Nov,379,97
117678,Jul,269,176
109802,Jun,111,203
106494,Jan,155,237
106627,May,402,91
109655,Mar,503,51
104267,Mar,852,0
105103,Oct,381,51
105985,Jul,523,87
107038,Jun,489,62
114676,Sep,394,112
116208,Apr,934,0
115153,Mar,401,122
104083,Oct,433,87
102431,Sep,126,143
109806,Mar,620,45
106166,Apr,382,139
116612,Jan,137,176
103380,May,331,89
103720,Jul,507,90
1067679,Jun,213,131
1058893,Dec,592,45
114705,Apr,600,42
118325,Jun,331,113
107717,Jan,351,87
114092,May,667,29
102724,Mar,0,431
107225,Dec,76,301
100514,Feb,425,94
108422,Nov,482,63
105412,Apr,520,73
111243,Oct,460,71
1198785,Jul,77,133
1057054,Apr,425,74
113158,Sep,323,97
105659,May,575,43
113266,Feb,281,163
115022,Mar,13,404
118392,Sep,164,173
106715,May,416,98
108490,May,482,60
117606,Jan,466,70
104716,Oct,446,81
112536,Sep,398,81
110608,Dec,387,18
116194,Apr,460,52
108454,May,4,117
117804,Jan,385,82
105204,Oct,304,119
115303,Feb,481,58
102970,Mar,395,99
107176,Nov,328,114
110896,Mar,513,55
113289,Apr,147,354
109717,Oct,865,0
107578,Apr,190,152
114020,Oct,93,247
114285,Jan,199,152
116750,Mar,372,111
112813,Feb,64,159
111883,Nov,349,26
107988,Nov,359,112
1059148,Nov,773,30
102833,Feb,878,0
108982,Oct,35,340
104412,Jul,365,20
100805,Jun,444,100
1146014,Jan,444,107
112506,Aug,512,81
108518,Sep,411,64
101070,Aug,502,117
114827,Jun,386,19
102229,Jun,490,59
104043,Sep,449,93
108380,Apr,244,213
115118,Sep,447,65
100853,Mar,474,104
113381,Jul,84,264
117819,Jun,368,100
1018995,Dec,571,49
102254,Feb,225,141
103012,Jun,36,323
116171,Nov,345,86
1182325,Jun,110,197
105982,Dec,102,379
101469,Oct,669,35
101030,Jul,635,47
101520,Aug,82,186
106346,Dec,401,68
112716,Jul,176,192
104236,Jun,880,2
102315,May,368,83
1192735,Nov,370,95
1137436,Aug,308,152
115997,Jan,190,165
110876,Oct,61,310
