HHID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,NUMADULT1,NUMADULT2,ATHOME,MONEYPY
437342,SOUTH,West South Central,5,AR,Arkansas,1,30,1,2,0,1,7,4,3,0,5,4
281051,SOUTH,South Atlantic,12,FL,Florida,2,83,3,3,0,1,2,0,0,2,2,6
308521,SOUTH,West South Central,48,TX,Texas,2,65,1,3,0,1,2,0,1,1,5,12
336526,NORTHEAST,New England,44,RI,Rhode Island,1,54,2,3,0,1,3,0,3,0,5,15
48455,WEST,Pacific,53,WA,Washington,1,55,1,5,0,1,2,1,1,0,5,15
448677,MIDWEST,East North Central,18,IN,Indiana,1,44,4,2,1,1,5,2,3,0,0,7
171720,SOUTH,South Atlantic,37,NC,North Carolina,1,77,3,2,0,1,1,0,0,1,5,7
338608,MIDWEST,East North Central,26,MI,Michigan,1,90,3,2,0,1,2,0,1,1,5,1
153731,SOUTH,South Atlantic,24,MD,Maryland,1,79,3,3,0,1,1,0,0,1,0,4
210295,MIDWEST,West North Central,38,ND,North Dakota,2,72,3,5,0,1,2,0,0,2,5,15
132017,SOUTH,West South Central,5,AR,Arkansas,2,66,3,2,0,6,2,0,0,2,5,12
337117,SOUTH,West South Central,48,TX,Texas,2,23,1,4,0,1,1,0,1,0,5,13
129675,SOUTH,South Atlantic,51,VA,Virginia,2,58,3,3,0,1,2,0,2,0,5,12
1009,SOUTH,West South Central,5,AR,Arkansas,1,36,4,4,0,1,5,3,2,0,5,10
76389,MIDWEST,East North Central,26,MI,Michigan,2,62,1,2,0,1,2,0,2,0,2,12
266167,WEST,Pacific,2,AK,Alaska,2,67,1,4,0,1,1,0,0,1,5,13
410190,WEST,Mountain South,32,NV,Nevada,1,70,3,2,0,1,1,0,0,1,1,6
322351,MIDWEST,East North Central,26,MI,Michigan,1,64,3,2,0,6,1,0,1,0,5,1
391919,SOUTH,East South Central,28,MS,Mississippi,2,79,3,2,0,1,1,0,0,1,5,7
43954,SOUTH,East South Central,21,KY,Kentucky,2,77,3,5,0,1,3,0,1,2,5,13
309873,SOUTH,South Atlantic,24,MD,Maryland,1,38,2,3,0,1,1,0,1,0,1,5
30067,MIDWEST,West North Central,27,MN,Minnesota,1,40,1,4,0,1,4,2,2,0,5,15
246419,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,68,3,3,0,1,1,0,0,1,5,11
105171,WEST,Pacific,53,WA,Washington,1,38,1,5,0,1,3,1,2,0,5,15
278100,MIDWEST,West North Central,19,IA,Iowa,1,64,3,2,0,1,2,0,1,1,5,9
77816,MIDWEST,East North Central,17,IL,Illinois,1,44,4,4,0,1,4,2,2,0,5,16
402477,WEST,Pacific,53,WA,Washington,1,84,3,3,0,1,1,0,0,1,5,8
88797,SOUTH,East South Central,21,KY,Kentucky,1,33,4,2,0,1,5,3,2,0,5,3
482331,SOUTH,South Atlantic,37,NC,North Carolina,1,58,1,5,1,1,2,0,1,1,5,14
74483,WEST,Pacific,53,WA,Washington,1,64,1,5,0,1,1,0,1,0,3,9
464520,WEST,Pacific,6,CA,California,2,29,4,4,0,2,4,0,4,0,5,13
274058,WEST,Pacific,6,CA,California,1,37,1,5,0,4,2,0,1,1,5,15
136487,MIDWEST,West North Central,29,MO,Missouri,1,49,2,3,0,1,3,1,2,0,5,16
286401,SOUTH,East South Central,47,TN,Tennessee,2,28,1,5,0,1,2,0,2,0,2,14
22534,NORTHEAST,Middle Atlantic,36,NY,New York,2,46,1,4,0,1,4,2,2,0,5,16
207298,WEST,Pacific,41,OR,Oregon,2,56,3,2,0,1,4,0,2,2,5,6
231414,NORTHEAST,Middle Atlantic,36,NY,New York,2,53,3,5,0,1,3,1,2,0,4,16
200842,SOUTH,South Atlantic,13,GA,Georgia,1,30,1,3,1,2,4,2,2,0,2,11
260586,SOUTH,South Atlantic,12,FL,Florida,1,53,1,3,1,1,3,1,2,0,1,11
428167,WEST,Pacific,6,CA,California,2,64,3,5,0,1,2,0,1,1,5,15
302841,WEST,Pacific,6,CA,California,1,39,4,3,1,1,5,3,2,0,5,9
435009,SOUTH,West South Central,48,TX,Texas,1,44,1,3,0,1,6,2,4,0,3,10
276200,NORTHEAST,New England,44,RI,Rhode Island,2,30,1,2,0,2,5,3,2,0,5,13
196398,SOUTH,West South Central,22,LA,Louisiana,1,38,4,3,0,2,4,2,2,0,5,13
183395,WEST,Pacific,6,CA,California,2,38,1,5,0,4,4,2,2,0,5,16
104214,MIDWEST,West North Central,38,ND,North Dakota,2,42,1,4,0,1,7,4,3,0,5,16
358605,WEST,Pacific,2,AK,Alaska,2,25,1,3,0,1,1,0,1,0,0,10
497515,MIDWEST,West North Central,31,NE,Nebraska,1,61,4,2,0,1,2,0,2,0,5,1
139242,SOUTH,East South Central,1,AL,Alabama,1,70,3,3,0,2,2,0,1,1,5,6
109135,SOUTH,East South Central,47,TN,Tennessee,2,72,3,5,0,1,2,0,1,1,4,13
400785,SOUTH,South Atlantic,54,WV,West Virginia,1,58,1,2,0,1,2,0,2,0,2,12
382160,MIDWEST,East North Central,26,MI,Michigan,1,54,1,5,0,2,3,0,2,1,5,16
176444,WEST,Mountain North,49,UT,Utah,1,50,1,3,0,1,6,2,4,0,1,15
162147,WEST,Pacific,6,CA,California,1,66,3,5,0,1,2,0,0,2,5,15
357197,WEST,Mountain South,4,AZ,Arizona,2,73,3,5,0,1,2,0,1,1,4,15
60163,SOUTH,East South Central,1,AL,Alabama,2,23,2,2,0,1,5,2,3,0,5,10
360024,SOUTH,East South Central,1,AL,Alabama,2,54,2,3,0,1,2,0,2,0,3,9
403798,MIDWEST,West North Central,38,ND,North Dakota,1,27,1,5,0,1,3,1,2,0,5,14
177950,SOUTH,East South Central,47,TN,Tennessee,1,76,3,4,0,1,5,0,3,2,5,11
217086,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,74,3,4,0,1,3,0,0,3,5,16
438390,WEST,Mountain South,32,NV,Nevada,2,30,1,1,1,6,4,2,2,0,5,14
220670,WEST,Mountain South,4,AZ,Arizona,1,64,3,2,1,1,2,0,2,0,5,4
34342,NORTHEAST,New England,23,ME,Maine,1,40,1,2,0,1,3,1,2,0,2,10
282222,MIDWEST,East North Central,39,OH,Ohio,2,19,4,2,0,1,2,0,1,1,5,2
440039,WEST,Pacific,41,OR,Oregon,1,27,1,4,0,1,3,0,3,0,5,15
449991,WEST,Pacific,2,AK,Alaska,1,72,4,3,0,1,2,0,1,1,5,8
361944,MIDWEST,East North Central,17,IL,Illinois,1,58,2,4,0,1,3,0,3,0,2,13
482270,SOUTH,South Atlantic,51,VA,Virginia,2,54,1,5,0,1,2,0,2,0,5,15
205526,SOUTH,East South Central,47,TN,Tennessee,1,40,4,3,0,1,5,3,2,0,5,10
244029,SOUTH,South Atlantic,45,SC,South Carolina,2,49,1,4,0,4,3,1,2,0,5,9
111486,MIDWEST,West North Central,31,NE,Nebraska,1,82,3,3,0,1,2,0,0,2,2,15
365314,WEST,Pacific,53,WA,Washington,2,67,3,3,0,2,3,0,1,2,5,14
96748,WEST,Mountain North,16,ID,Idaho,2,67,3,5,0,1,3,0,1,2,5,9
222911,MIDWEST,West North Central,27,MN,Minnesota,2,31,1,3,0,1,2,0,2,0,5,15
189699,NORTHEAST,Middle Atlantic,36,NY,New York,2,37,1,5,0,1,2,1,1,0,0,16
352307,NORTHEAST,New England,25,MA,Massachusetts,1,32,2,5,0,1,4,2,2,0,5,15
22836,WEST,Mountain South,4,AZ,Arizona,2,84,3,4,0,1,1,0,0,1,3,11
327019,MIDWEST,West North Central,29,MO,Missouri,2,56,4,4,0,1,1,0,1,0,1,1
369616,NORTHEAST,Middle Atlantic,36,NY,New York,1,18,2,4,1,1,4,0,4,0,5,6
257675,WEST,Mountain North,49,UT,Utah,1,40,1,3,0,1,2,1,1,0,0,7
225009,MIDWEST,East North Central,17,IL,Illinois,1,62,3,5,0,1,4,0,2,2,5,11
448536,NORTHEAST,Middle Atlantic,36,NY,New York,2,74,3,2,0,1,2,0,1,1,2,13
336328,NORTHEAST,New England,25,MA,Massachusetts,1,50,1,3,0,1,1,0,1,0,2,12
256079,MIDWEST,West North Central,29,MO,Missouri,2,51,1,2,0,1,6,4,2,0,5,10
397368,SOUTH,South Atlantic,12,FL,Florida,2,54,1,2,0,1,4,1,3,0,3,14
397454,MIDWEST,East North Central,26,MI,Michigan,1,24,2,2,0,1,2,0,2,0,5,7
244681,NORTHEAST,New England,25,MA,Massachusetts,2,27,4,4,0,1,2,0,2,0,5,9
465311,WEST,Pacific,6,CA,California,2,74,3,3,0,1,1,0,0,1,0,13
350970,SOUTH,South Atlantic,13,GA,Georgia,2,34,1,5,0,1,4,2,2,0,5,15
195202,WEST,Pacific,6,CA,California,1,52,1,4,1,3,3,0,2,1,5,16
187915,SOUTH,West South Central,40,OK,Oklahoma,1,63,1,4,0,1,2,0,2,0,5,15
86571,MIDWEST,East North Central,26,MI,Michigan,1,50,1,5,0,1,4,0,4,0,5,14
482392,WEST,Pacific,41,OR,Oregon,2,44,1,4,0,1,4,2,2,0,5,14
143784,NORTHEAST,Middle Atlantic,36,NY,New York,1,90,3,4,0,1,2,0,0,2,5,13
409217,SOUTH,West South Central,22,LA,Louisiana,2,77,3,4,0,1,2,0,0,2,3,15
56960,SOUTH,West South Central,5,AR,Arkansas,1,68,3,3,0,1,2,0,1,1,5,7
388185,SOUTH,East South Central,47,TN,Tennessee,2,60,1,4,0,1,2,0,2,0,5,16
368640,SOUTH,South Atlantic,13,GA,Georgia,1,35,1,5,1,1,5,3,2,0,0,14
301762,WEST,Pacific,6,CA,California,1,67,1,5,0,1,3,0,2,1,5,14
323610,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,51,1,2,0,1,2,0,2,0,5,11
166977,SOUTH,South Atlantic,12,FL,Florida,2,67,1,2,0,1,2,0,0,2,5,14
297987,SOUTH,South Atlantic,10,DE,Delaware,1,69,3,5,0,1,1,0,0,1,5,14
92647,WEST,Pacific,6,CA,California,1,90,3,4,0,1,1,0,0,1,5,6
497923,SOUTH,South Atlantic,10,DE,Delaware,1,70,3,3,0,1,1,0,0,1,5,8
303127,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,72,3,2,0,1,1,0,0,1,5,6
337893,SOUTH,West South Central,40,OK,Oklahoma,1,85,3,2,0,1,1,0,0,1,5,7
423279,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,58,1,5,0,1,3,0,1,2,5,16
305890,SOUTH,South Atlantic,11,DC,District of Columbia,1,48,1,5,0,1,3,0,3,0,5,16
349622,WEST,Mountain South,4,AZ,Arizona,1,39,1,2,0,2,5,4,1,0,5,9
320537,MIDWEST,West North Central,29,MO,Missouri,2,52,4,2,0,1,2,0,2,0,5,8
214723,WEST,Pacific,41,OR,Oregon,2,65,1,5,0,1,1,0,0,1,0,12
274278,NORTHEAST,New England,33,NH,New Hampshire,2,80,3,4,0,1,2,0,0,2,5,13
289747,WEST,Pacific,53,WA,Washington,1,82,3,3,0,1,2,0,0,2,5,13
31119,SOUTH,South Atlantic,24,MD,Maryland,1,31,4,2,0,2,4,2,2,0,5,1
4372,SOUTH,South Atlantic,54,WV,West Virginia,1,30,4,1,0,1,4,2,2,0,5,2
243376,NORTHEAST,Middle Atlantic,36,NY,New York,2,68,3,4,0,1,3,0,1,2,5,15
401128,MIDWEST,East North Central,18,IN,Indiana,1,52,2,2,0,1,1,0,1,0,5,4
387925,MIDWEST,West North Central,38,ND,North Dakota,1,75,4,1,0,1,1,0,0,1,5,6
405503,MIDWEST,West North Central,29,MO,Missouri,2,40,1,4,0,1,7,4,3,0,5,15
376923,NORTHEAST,New England,25,MA,Massachusetts,2,50,4,3,0,1,3,1,2,0,5,11
125637,NORTHEAST,New England,23,ME,Maine,2,64,1,4,0,1,2,0,2,0,5,15
123224,SOUTH,West South Central,48,TX,Texas,1,49,1,3,0,1,3,0,3,0,5,14
222449,SOUTH,South Atlantic,11,DC,District of Columbia,1,73,3,2,0,1,1,0,0,1,5,6
381530,MIDWEST,East North Central,55,WI,Wisconsin,1,44,1,4,0,2,2,0,1,1,4,13
453387,SOUTH,South Atlantic,24,MD,Maryland,1,27,4,1,0,3,5,4,1,0,5,1
215028,MIDWEST,East North Central,17,IL,Illinois,2,56,1,5,0,1,1,0,1,0,0,9
429806,WEST,Pacific,53,WA,Washington,2,70,3,4,0,1,2,0,0,2,5,13
160301,WEST,Pacific,41,OR,Oregon,1,47,1,3,0,1,1,0,1,0,3,3
431170,SOUTH,East South Central,28,MS,Mississippi,1,62,3,5,0,1,2,0,2,0,5,14
236716,WEST,Mountain North,16,ID,Idaho,1,40,1,2,0,1,4,2,2,0,5,10
104233,NORTHEAST,New England,9,CT,Connecticut,1,56,1,5,0,1,2,0,2,0,3,15
37001,SOUTH,South Atlantic,12,FL,Florida,2,82,3,2,0,4,2,0,0,2,0,5
414548,MIDWEST,East North Central,17,IL,Illinois,2,34,1,4,0,1,4,2,2,0,2,16
27789,WEST,Mountain South,4,AZ,Arizona,2,66,3,4,0,1,2,0,0,2,5,16
217582,WEST,Pacific,15,HI,Hawaii,2,61,1,5,0,1,2,0,2,0,5,16
372380,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,52,1,2,1,1,3,1,2,0,5,16
280167,MIDWEST,West North Central,38,ND,North Dakota,1,36,1,4,0,1,3,1,2,0,1,14
24606,MIDWEST,West North Central,20,KS,Kansas,2,28,1,4,0,1,2,0,2,0,2,13
481693,MIDWEST,East North Central,39,OH,Ohio,2,45,4,5,0,1,5,3,2,0,5,16
234225,SOUTH,South Atlantic,12,FL,Florida,2,72,3,5,0,1,2,0,0,2,5,15
441301,MIDWEST,West North Central,46,SD,South Dakota,1,64,1,3,1,1,2,0,2,0,5,15
372957,MIDWEST,East North Central,39,OH,Ohio,1,31,1,4,0,1,1,0,1,0,5,10
71411,NORTHEAST,New England,25,MA,Massachusetts,1,34,1,4,0,1,2,0,2,0,2,13
273431,WEST,Pacific,41,OR,Oregon,2,83,3,2,0,1,2,0,0,2,5,13
462487,SOUTH,East South Central,28,MS,Mississippi,2,81,3,4,0,1,2,0,0,2,5,15
189261,WEST,Pacific,53,WA,Washington,2,75,3,2,0,1,2,0,1,1,4,10
245069,NORTHEAST,Middle Atlantic,36,NY,New York,1,37,1,4,0,4,2,0,2,0,5,16
411688,MIDWEST,East North Central,18,IN,Indiana,1,60,1,5,0,1,3,0,3,0,0,13
136315,NORTHEAST,New England,50,VT,Vermont,2,70,3,3,0,1,1,0,0,1,5,3
291545,MIDWEST,West North Central,38,ND,North Dakota,1,31,1,2,0,1,3,1,2,0,5,14
271955,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,70,3,4,0,1,2,0,1,1,5,14
79382,SOUTH,South Atlantic,12,FL,Florida,2,75,3,3,0,1,2,0,0,2,5,10
113001,WEST,Pacific,41,OR,Oregon,1,59,3,4,0,1,1,0,1,0,5,1
135700,NORTHEAST,New England,23,ME,Maine,2,75,3,5,0,1,2,0,0,2,5,14
28315,WEST,Pacific,6,CA,California,1,40,2,3,0,1,4,3,1,0,5,15
464133,WEST,Mountain North,30,MT,Montana,1,39,4,5,0,1,6,4,2,0,5,10
252497,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,69,3,2,0,1,2,0,0,2,5,15
339045,NORTHEAST,New England,25,MA,Massachusetts,1,70,3,3,0,1,1,0,0,1,5,6
252727,WEST,Mountain South,4,AZ,Arizona,1,47,1,2,0,1,3,1,2,0,1,13
251646,SOUTH,South Atlantic,45,SC,South Carolina,1,67,1,2,0,2,2,1,0,1,2,8
350307,NORTHEAST,New England,23,ME,Maine,1,44,4,4,0,1,4,0,4,0,5,15
257689,SOUTH,South Atlantic,12,FL,Florida,1,42,1,3,0,1,4,0,4,0,5,15
15933,SOUTH,West South Central,40,OK,Oklahoma,1,72,3,3,0,4,1,0,0,1,5,8
4708,MIDWEST,East North Central,55,WI,Wisconsin,2,44,2,2,1,1,4,1,3,0,5,1
171542,MIDWEST,East North Central,55,WI,Wisconsin,2,26,1,2,0,1,2,0,2,0,0,14
73851,SOUTH,South Atlantic,37,NC,North Carolina,1,68,1,4,0,2,3,0,2,1,5,11
196390,SOUTH,West South Central,5,AR,Arkansas,2,69,3,2,0,1,2,0,0,2,5,8
97695,SOUTH,South Atlantic,13,GA,Georgia,1,70,1,5,0,1,1,0,0,1,5,16
348656,NORTHEAST,New England,23,ME,Maine,1,50,2,5,0,6,1,0,1,0,4,7
368012,WEST,Pacific,53,WA,Washington,2,48,1,5,0,1,1,0,1,0,5,16
367313,MIDWEST,East North Central,18,IN,Indiana,1,67,3,2,0,1,2,0,1,1,5,8
83654,MIDWEST,West North Central,31,NE,Nebraska,2,61,1,4,0,1,4,0,4,0,4,16
86414,SOUTH,West South Central,22,LA,Louisiana,2,64,1,2,0,1,1,0,1,0,0,8
376386,SOUTH,East South Central,1,AL,Alabama,1,72,3,3,0,1,1,0,0,1,5,12
472117,WEST,Pacific,41,OR,Oregon,1,53,1,3,0,1,1,0,1,0,5,15
52218,SOUTH,South Atlantic,24,MD,Maryland,2,30,1,3,0,1,1,0,1,0,1,13
205456,SOUTH,South Atlantic,13,GA,Georgia,2,27,1,5,0,1,2,0,2,0,5,15
171623,WEST,Mountain North,16,ID,Idaho,2,59,1,3,0,1,3,0,3,0,5,11
338424,WEST,Pacific,15,HI,Hawaii,1,63,1,1,1,5,1,0,1,0,2,6
257513,SOUTH,West South Central,48,TX,Texas,1,79,3,3,0,1,2,0,0,2,5,11
377035,WEST,Mountain North,30,MT,Montana,1,88,3,4,0,1,1,0,0,1,4,6
416780,SOUTH,East South Central,47,TN,Tennessee,1,47,1,2,0,2,3,0,3,0,0,4
370843,MIDWEST,East North Central,18,IN,Indiana,2,39,4,3,0,1,4,1,3,0,5,6
114631,MIDWEST,West North Central,20,KS,Kansas,2,40,1,3,0,1,5,3,2,0,5,15
306359,NORTHEAST,Middle Atlantic,36,NY,New York,1,61,2,2,0,1,3,0,3,0,3,14
310558,SOUTH,South Atlantic,37,NC,North Carolina,1,34,3,5,0,2,3,1,2,0,1,11
413697,WEST,Mountain South,4,AZ,Arizona,1,81,3,2,0,1,2,0,0,2,5,9
475233,SOUTH,South Atlantic,37,NC,North Carolina,2,64,3,2,0,2,3,0,3,0,2,7
205649,WEST,Mountain South,4,AZ,Arizona,1,36,2,3,1,6,4,2,2,0,5,10
291313,SOUTH,West South Central,40,OK,Oklahoma,2,57,4,2,0,6,1,0,1,0,5,1
125982,SOUTH,East South Central,21,KY,Kentucky,1,65,3,3,0,1,1,0,0,1,5,12
307020,SOUTH,West South Central,48,TX,Texas,2,77,3,1,1,1,2,0,0,2,5,10
147829,SOUTH,West South Central,48,TX,Texas,2,84,3,5,0,1,2,0,0,2,5,14
136039,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,78,3,2,0,1,2,0,0,2,5,14
40663,NORTHEAST,New England,9,CT,Connecticut,2,60,1,4,0,1,2,1,1,0,3,16
77495,MIDWEST,East North Central,26,MI,Michigan,1,62,3,2,0,1,2,0,2,0,5,12
314029,MIDWEST,East North Central,17,IL,Illinois,2,36,1,4,0,1,3,1,2,0,5,16
418638,NORTHEAST,New England,25,MA,Massachusetts,2,75,3,4,0,1,2,0,0,2,5,14
352081,MIDWEST,East North Central,17,IL,Illinois,1,59,4,2,0,2,4,0,4,0,5,7
304523,MIDWEST,East North Central,55,WI,Wisconsin,1,46,1,5,0,1,3,2,1,0,2,16
371498,SOUTH,East South Central,21,KY,Kentucky,1,70,3,4,0,1,1,0,0,1,5,8
36670,WEST,Pacific,6,CA,California,2,59,1,5,0,1,2,0,2,0,5,16
228707,SOUTH,East South Central,28,MS,Mississippi,1,52,1,4,0,1,4,0,2,2,5,16
12635,WEST,Mountain South,4,AZ,Arizona,1,25,1,2,0,1,2,0,2,0,3,11
200881,SOUTH,West South Central,48,TX,Texas,2,71,3,2,1,1,2,0,1,1,5,6
2537,NORTHEAST,New England,9,CT,Connecticut,1,88,3,2,0,1,1,0,0,1,5,8
91442,SOUTH,West South Central,5,AR,Arkansas,1,54,1,5,0,1,2,0,1,1,0,15
258481,WEST,Mountain North,8,CO,Colorado,1,56,1,2,0,1,3,0,3,0,5,15
174290,SOUTH,East South Central,21,KY,Kentucky,1,21,1,3,0,1,2,0,2,0,5,11
424202,MIDWEST,East North Central,17,IL,Illinois,1,71,2,4,0,1,1,0,0,1,5,13
470670,WEST,Pacific,15,HI,Hawaii,1,49,1,4,0,6,4,1,3,0,5,15
274554,SOUTH,South Atlantic,12,FL,Florida,1,56,2,5,0,1,2,0,1,1,5,16
211134,WEST,Mountain North,49,UT,Utah,2,22,1,3,0,1,1,0,1,0,0,8
203920,MIDWEST,West North Central,27,MN,Minnesota,2,50,1,3,0,1,6,0,5,1,5,13
69851,NORTHEAST,New England,25,MA,Massachusetts,2,53,1,5,0,1,2,0,2,0,5,15
106154,SOUTH,South Atlantic,51,VA,Virginia,2,34,1,3,0,1,4,2,2,0,5,14
96944,NORTHEAST,New England,33,NH,New Hampshire,2,57,1,4,0,1,3,0,3,0,4,16
487988,MIDWEST,East North Central,26,MI,Michigan,2,58,4,2,0,1,2,0,2,0,5,9
446729,WEST,Mountain South,32,NV,Nevada,1,78,3,3,0,1,2,0,1,1,5,15
363687,SOUTH,South Atlantic,51,VA,Virginia,2,29,1,2,0,1,2,0,2,0,5,14
159105,SOUTH,South Atlantic,24,MD,Maryland,2,69,1,5,0,1,2,0,1,1,5,16
370965,WEST,Mountain South,4,AZ,Arizona,2,87,3,5,1,1,1,0,0,1,5,11
96553,SOUTH,South Atlantic,13,GA,Georgia,1,33,1,3,0,1,5,3,2,0,5,1
54891,SOUTH,South Atlantic,12,FL,Florida,1,59,3,3,0,1,2,0,2,0,5,14
325236,MIDWEST,East North Central,18,IN,Indiana,1,72,3,3,0,1,1,0,0,1,5,6
104731,SOUTH,East South Central,1,AL,Alabama,2,64,3,3,0,1,2,0,2,0,5,10
365088,MIDWEST,East North Central,26,MI,Michigan,1,42,4,2,0,3,4,1,3,0,5,1
249545,SOUTH,East South Central,21,KY,Kentucky,1,49,1,5,0,2,3,0,3,0,5,16
63412,MIDWEST,West North Central,38,ND,North Dakota,1,74,3,5,0,3,2,0,0,2,4,16
8951,MIDWEST,East North Central,18,IN,Indiana,2,83,3,5,0,1,2,0,0,2,5,9
233867,NORTHEAST,Middle Atlantic,36,NY,New York,2,79,3,4,0,2,3,0,1,2,5,16
248228,WEST,Pacific,41,OR,Oregon,1,55,2,3,0,1,1,0,1,0,5,5
397038,WEST,Pacific,53,WA,Washington,1,38,1,3,0,1,2,0,2,0,5,16
315157,WEST,Pacific,53,WA,Washington,1,56,2,1,0,1,3,0,2,1,5,9
435243,WEST,Pacific,2,AK,Alaska,2,58,2,5,0,1,2,0,2,0,5,16
21449,NORTHEAST,Middle Atlantic,36,NY,New York,2,30,2,4,0,1,2,0,2,0,5,11
2484,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,53,1,5,0,1,1,0,1,0,0,12
494655,SOUTH,West South Central,48,TX,Texas,2,54,1,3,0,1,5,2,3,0,5,13
381456,WEST,Mountain North,56,WY,Wyoming,1,26,1,2,0,1,4,2,2,0,1,8
196602,SOUTH,South Atlantic,51,VA,Virginia,1,64,3,4,0,1,1,0,1,0,5,12
459596,SOUTH,South Atlantic,37,NC,North Carolina,1,61,4,2,0,1,2,0,2,0,5,15
431668,MIDWEST,West North Central,20,KS,Kansas,1,70,3,2,0,1,2,0,1,1,5,3
450044,SOUTH,West South Central,22,LA,Louisiana,1,28,4,2,0,1,6,4,2,0,5,14
473763,SOUTH,West South Central,5,AR,Arkansas,1,69,3,3,0,2,2,0,1,1,5,12
95848,NORTHEAST,Middle Atlantic,36,NY,New York,2,52,4,2,1,1,2,0,2,0,5,3
200751,MIDWEST,West North Central,29,MO,Missouri,2,51,4,2,0,1,2,0,1,1,5,6
266775,SOUTH,South Atlantic,37,NC,North Carolina,1,37,4,3,0,1,4,2,2,0,5,11
473158,SOUTH,South Atlantic,45,SC,South Carolina,1,80,3,2,0,2,2,0,1,1,5,6
348551,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,48,1,5,0,2,5,0,5,0,5,15
339177,WEST,Mountain North,8,CO,Colorado,1,73,4,5,0,1,3,0,2,1,5,11
359844,SOUTH,South Atlantic,11,DC,District of Columbia,2,53,1,5,0,1,3,1,2,0,5,16
347240,SOUTH,East South Central,1,AL,Alabama,1,58,4,3,0,1,2,0,2,0,5,3
166219,WEST,Pacific,2,AK,Alaska,1,25,4,2,0,3,4,2,2,0,5,2
213262,SOUTH,West South Central,48,TX,Texas,1,31,1,3,0,1,1,0,1,0,2,8
480830,SOUTH,East South Central,1,AL,Alabama,2,69,3,4,0,1,2,0,0,2,5,14
65697,WEST,Mountain South,4,AZ,Arizona,2,23,1,4,0,6,1,0,1,0,5,11
235346,SOUTH,West South Central,48,TX,Texas,1,40,2,4,0,1,5,2,3,0,5,16
158333,SOUTH,South Atlantic,37,NC,North Carolina,1,36,1,3,0,1,2,0,2,0,5,9
355900,MIDWEST,West North Central,27,MN,Minnesota,1,90,3,2,0,1,1,0,0,1,5,9
184434,SOUTH,South Atlantic,54,WV,West Virginia,1,28,4,2,0,1,6,4,2,0,5,4
480353,NORTHEAST,New England,25,MA,Massachusetts,1,60,1,4,0,6,4,0,4,0,5,15
435685,NORTHEAST,New England,23,ME,Maine,1,68,3,2,0,1,1,0,0,1,5,12
181011,SOUTH,West South Central,22,LA,Louisiana,1,79,3,5,0,1,1,0,0,1,5,9
224293,WEST,Pacific,6,CA,California,1,72,1,4,0,1,1,0,0,1,5,13
250727,WEST,Pacific,6,CA,California,2,59,2,2,0,1,2,0,2,0,4,12
234013,MIDWEST,East North Central,17,IL,Illinois,1,77,3,4,0,1,2,0,1,1,5,14
33494,SOUTH,South Atlantic,37,NC,North Carolina,2,21,2,2,0,2,1,0,1,0,1,2
349940,SOUTH,West South Central,48,TX,Texas,2,71,3,5,0,1,2,0,0,2,5,13
282460,SOUTH,West South Central,48,TX,Texas,1,45,2,3,1,1,2,0,1,1,1,3
106203,SOUTH,South Atlantic,12,FL,Florida,2,79,3,5,0,1,2,0,0,2,5,16
447940,MIDWEST,West North Central,29,MO,Missouri,1,46,1,1,1,1,4,2,2,0,2,12
175514,NORTHEAST,New England,25,MA,Massachusetts,2,43,1,4,0,1,3,1,2,0,5,16
102717,MIDWEST,West North Central,19,IA,Iowa,1,61,1,4,0,1,1,0,1,0,5,13
456368,NORTHEAST,New England,50,VT,Vermont,1,60,3,3,0,1,1,0,1,0,5,6
85830,WEST,Mountain North,8,CO,Colorado,1,86,3,3,0,1,1,0,0,1,5,7
448996,MIDWEST,West North Central,31,NE,Nebraska,1,66,1,3,0,1,1,0,0,1,5,11
209411,SOUTH,South Atlantic,12,FL,Florida,1,61,2,4,0,1,2,0,2,0,5,10
389244,WEST,Pacific,53,WA,Washington,2,43,4,2,0,1,2,0,2,0,5,1
333937,NORTHEAST,New England,9,CT,Connecticut,1,77,3,5,0,1,4,0,2,2,5,11
387803,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,43,4,2,0,2,6,3,3,0,5,1
226698,MIDWEST,East North Central,39,OH,Ohio,1,42,1,3,0,1,3,0,3,0,5,15
345890,NORTHEAST,New England,25,MA,Massachusetts,2,49,1,4,0,1,4,2,2,0,5,16
255581,SOUTH,East South Central,21,KY,Kentucky,1,49,1,5,0,1,1,0,1,0,3,13
